id,preds,trues,abs_e
SRE_2021_Q1_20210505,-4.377223,-4.374345,0.002878
UNH_2021_Q1_20210415,-3.991875,-4.001478,0.009603
ABBV_2021_Q1_20210430,-4.251726,-4.224064,0.027662
GOOG_2021_Q1_20210427,-4.115988,-4.087343,0.028645
SLB_2021_Q1_20210423,-4.231244,-4.263503,0.032259
DHR_2021_Q1_20210422,-4.059781,-4.020802,0.038979
VLO_2021_Q1_20210422,-3.828888,-3.87004,0.041152
MSFT_2021_Q3_20210427,-4.413119,-4.468589,0.05547
CMCSA_2021_Q1_20210429,-3.97713,-3.915778,0.061352
TMUS_2021_Q1_20210504,-4.071253,-4.004374,0.066879
MPC_2021_Q1_20210504,-4.202981,-4.128941,0.07404
EQIX_2021_Q1_20210428,-4.17351,-4.252707,0.079197
BAC_2021_Q1_20210415,-4.193133,-4.097828,0.095305
O_2021_Q1_20210504,-4.017927,-4.113312,0.095385
JNJ_2021_Q1_20210420,-4.202981,-4.316146,0.113165
PSA_2021_Q1_20210429,-4.147296,-4.27706,0.129764
PSX_2021_Q1_20210430,-3.990203,-3.858989,0.131214
NEE_2021_Q1_20210421,-4.003287,-4.137572,0.134285
V_2021_Q2_20210427,-4.154916,-4.294476,0.13956
MDLZ_2021_Q1_20210427,-4.185574,-4.037945,0.147629
JPM_2021_Q1_20210414,-4.258247,-4.417413,0.159166
LLY_2021_Q1_20210427,-4.392848,-4.222881,0.169967
MO_2021_Q1_20210429,-3.998178,-4.171437,0.173259
TSLA_2021_Q1_20210426,-4.15597,-4.36381,0.20784
SPGI_2021_Q1_20210429,-3.899469,-4.128453,0.228984
WFC_2021_Q1_20210414,-4.150438,-3.890766,0.259672
DIS_2021_Q2_20210513,-4.328243,-4.58946,0.261217
AVGO_2021_Q2_20210603,-4.26533,-3.98444,0.28089
ADP_2021_Q3_20210428,-4.017927,-3.736887,0.28104
ABT_2021_Q1_20210420,-4.003287,-3.701434,0.301853
BKNG_2021_Q1_20210506,-4.119372,-3.80412,0.315252
AMT_2021_Q1_20210429,-4.114773,-4.431997,0.317224
ECL_2021_Q1_20210427,-4.044033,-3.716118,0.327915
XOM_2021_Q1_20210430,-4.114773,-3.760469,0.354304
RTX_2021_Q1_20210427,-4.185574,-4.544312,0.358738
WELL_2021_Q1_20210429,-3.927586,-4.286756,0.35917
PM_2021_Q1_20210420,-4.0544,-4.417628,0.363228
UNP_2021_Q1_20210422,-4.254062,-3.889058,0.365004
