id,preds,trues,abs_e
LOW_2020_Q4_20210224,-3.986978,-3.972971,0.014007
D_2020_Q4_20210212,-4.190561,-4.211835,0.021274
CMG_2020_Q4_20210202,-4.188976,-4.166878,0.022098
UNP_2020_Q4_20210121,-3.846775,-3.883607,0.036832
UNH_2020_Q4_20210120,-4.258723,-4.311565,0.052842
META_2020_Q4_20210127,-4.053259,-3.971934,0.081325
PSA_2020_Q4_20210225,-4.119946,-4.038207,0.081739
VZ_2020_Q4_20210126,-4.070049,-4.15266,0.082611
CSGP_2020_Q4_20210223,-4.190561,-4.106926,0.083635
DLR_2020_Q4_20210211,-3.986978,-4.071836,0.084858
TMO_2020_Q4_20210201,-3.965642,-3.871372,0.09427
ABBV_2020_Q4_20210203,-4.229261,-4.338723,0.109462
ECL_2020_Q4_20210216,-3.846775,-3.963286,0.116511
SLB_2020_Q4_20210122,-3.956949,-3.838086,0.118863
NUE_2020_Q4_20210128,-4.275375,-4.153193,0.122182
SHW_2020_Q4_20210128,-4.300274,-4.176164,0.12411
EQIX_2020_Q4_20210210,-4.145899,-4.291521,0.145622
JNJ_2020_Q4_20210126,-3.907454,-4.056289,0.148835
CCI_2020_Q4_20210128,-4.21308,-4.052831,0.160249
PM_2020_Q4_20210204,-4.076035,-4.247016,0.170981
SRE_2020_Q4_20210225,-4.063967,-3.878824,0.185143
AEP_2020_Q4_20210225,-4.16135,-3.964948,0.196402
NKE_2021_Q3_20210318,-4.171348,-3.965456,0.205892
MA_2020_Q4_20210128,-3.99832,-3.790824,0.207496
TMUS_2020_Q4_20210204,-4.16135,-3.942759,0.218591
VLO_2020_Q4_20210128,-4.119946,-4.340417,0.220471
MSFT_2021_Q2_20210126,-4.022579,-3.791494,0.231085
NEM_2020_Q4_20210218,-4.247851,-4.500763,0.252912
MDLZ_2020_Q4_20210128,-4.268062,-3.974586,0.293476
AMD_2020_Q4_20210126,-4.170472,-3.871453,0.299019
AMT_2020_Q4_20210225,-4.501348,-4.129609,0.371739
COP_2020_Q4_20210202,-4.268062,-3.886746,0.381316
XOM_2020_Q4_20210202,-4.186092,-4.572018,0.385926
PPG_2020_Q4_20210122,-4.076035,-3.6809,0.395135
APD_2021_Q1_20210204,-3.846775,-3.449216,0.397559
CAT_2020_Q4_20210129,-4.275375,-3.874777,0.400598
MPC_2020_Q4_20210202,-4.296589,-3.890101,0.406488
TJX_2021_Q4_20210224,-4.093382,-4.50496,0.411578
RTX_2020_Q4_20210126,-4.026548,-3.607324,0.419224
BA_2020_Q4_20210127,-4.190561,-3.771114,0.419447
V_2021_Q1_20210128,-4.188683,-3.763912,0.424771
MO_2020_Q4_20210128,-4.192166,-3.766379,0.425787
HON_2020_Q4_20210129,-4.133578,-3.695992,0.437586
PLD_2020_Q4_20210126,-4.171348,-3.729673,0.441675
BLK_2020_Q4_20210114,-4.247851,-3.803051,0.4448
AAPL_2021_Q1_20210127,-4.174504,-3.693951,0.480553
ACN_2021_Q2_20210318,-4.18664,-4.679358,0.492718
ADBE_2021_Q1_20210323,-4.193615,-3.699942,0.493673
PEP_2020_Q4_20210211,-4.118752,-4.640883,0.522131
PFE_2020_Q4_20210202,-4.049289,-4.579268,0.529979
ADP_2021_Q2_20210127,-4.3114,-4.856239,0.544839
ABT_2020_Q4_20210127,-4.3114,-3.75628,0.55512
DHR_2020_Q4_20210128,-4.063967,-4.620689,0.556722
ETN_2020_Q4_20210202,-4.285047,-4.845443,0.560396
CL_2020_Q4_20210129,-4.085997,-4.660191,0.574194
GOOG_2020_Q4_20210202,-4.00205,-3.417036,0.585014
DUK_2020_Q4_20210211,-4.307884,-4.895042,0.587158
CRM_2021_Q4_20210225,-4.18664,-3.570118,0.616522
PSX_2020_Q4_20210129,-4.16135,-3.540953,0.620397
TGT_2020_Q4_20210302,-4.193615,-3.55918,0.634435
SPGI_2020_Q4_20210209,-4.093382,-4.740284,0.646902
ORCL_2021_Q3_20210310,-4.098788,-3.432741,0.666047
EA_2021_Q3_20210202,-4.174504,-3.507073,0.667431
GE_2020_Q4_20210126,-4.500706,-3.825644,0.675062
GS_2020_Q4_20210119,-4.192166,-4.867285,0.675119
SO_2020_Q4_20210218,-4.190561,-4.86843,0.677869
T_2020_Q4_20210127,-4.413897,-5.115425,0.701528
SBUX_2021_Q1_20210126,-4.253839,-3.541808,0.712031
EOG_2020_Q4_20210226,-3.968486,-3.209419,0.759067
CMCSA_2020_Q4_20210128,-3.965642,-3.149381,0.816261
KO_2020_Q4_20210210,-4.186092,-5.016054,0.829962
LLY_2020_Q4_20210129,-4.076035,-4.915429,0.839394
DIS_2021_Q1_20210211,-4.085401,-4.94088,0.855479
NEE_2020_Q4_20210126,-4.193615,-3.33161,0.862005
BKNG_2020_Q4_20210224,-4.133578,-3.232891,0.900687
O_2020_Q4_20210223,-4.01855,-4.936765,0.918215
JPM_2020_Q4_20210115,-4.192166,-5.142633,0.950467
DE_2021_Q1_20210219,-4.119946,-3.158947,0.960999
AXP_2020_Q4_20210126,-4.304017,-3.341048,0.962969
AVGO_2021_Q1_20210304,-3.986978,-3.01979,0.967188
WFC_2020_Q4_20210115,-4.207743,-3.193574,1.014169
HD_2020_Q4_20210223,-4.16135,-5.210064,1.048714
TSLA_2020_Q4_20210127,-4.110866,-3.043804,1.067062
MRK_2020_Q4_20210204,-4.085997,-5.189236,1.103239
BAC_2020_Q4_20210119,-4.307884,-5.463388,1.155504
PG_2021_Q2_20210120,-4.144353,-5.355387,1.211034
WELL_2020_Q4_20210210,-4.192166,-5.4266,1.234434
XEL_2020_Q4_20210128,-4.3114,-5.643211,1.331811
MCD_2020_Q4_20210128,-4.268062,-5.997426,1.729364
FCX_2020_Q4_20210126,-4.500706,-2.750339,1.750367
