id,preds,trues,abs_e
SPGI_2020_Q2_20200728,-4.167023,-4.179367,0.012344
AXP_2020_Q2_20200724,-4.018655,-4.050968,0.032313
SRE_2020_Q2_20200805,-4.18573,-4.150519,0.035211
LLY_2020_Q2_20200730,-4.028347,-4.075039,0.046692
DLR_2020_Q2_20200730,-4.094522,-4.041117,0.053405
NUE_2020_Q2_20200723,-4.094522,-4.037298,0.057224
DE_2020_Q3_20200821,-4.028347,-3.970757,0.05759
AEP_2020_Q2_20200806,-4.166855,-4.227868,0.061013
CCI_2020_Q2_20200730,-4.092241,-4.177918,0.085677
PPG_2020_Q2_20200717,-4.227842,-4.133974,0.093868
ETN_2020_Q2_20200729,-4.051715,-4.153668,0.101953
PSX_2020_Q2_20200731,-4.166855,-4.063064,0.103791
CMG_2020_Q2_20200722,-3.990906,-3.884416,0.10649
SBUX_2020_Q3_20200728,-4.236046,-4.349568,0.113522
HON_2020_Q2_20200724,-4.205477,-4.089199,0.116278
GOOG_2020_Q2_20200730,-4.107046,-4.224289,0.117243
EA_2021_Q1_20200730,-4.12974,-4.001403,0.128337
CAT_2020_Q2_20200731,-4.167303,-4.036761,0.130542
AMT_2020_Q2_20200729,-4.27788,-4.142715,0.135165
JPM_2020_Q2_20200714,-4.150656,-4.287902,0.137246
UNP_2020_Q2_20200723,-3.990906,-4.143845,0.152939
TMUS_2020_Q2_20200806,-4.155913,-4.001234,0.154679
ORCL_2021_Q1_20200910,-3.990906,-4.146597,0.155691
O_2020_Q2_20200804,-3.939177,-4.109386,0.170209
HD_2020_Q2_20200818,-4.039242,-4.225115,0.185873
EQIX_2020_Q2_20200729,-4.066795,-4.257318,0.190523
MPC_2020_Q2_20200803,-3.994351,-3.801084,0.193267
ECL_2020_Q2_20200728,-3.8844,-3.680709,0.203691
NEE_2020_Q2_20200724,-4.110136,-4.321831,0.211695
ABT_2020_Q2_20200716,-4.023386,-4.243046,0.21966
XOM_2020_Q2_20200731,-4.051715,-4.280366,0.228651
BLK_2020_Q2_20200717,-4.051715,-4.299346,0.247631
WELL_2020_Q2_20200806,-4.065014,-3.814362,0.250652
MA_2020_Q2_20200730,-4.092241,-4.344851,0.25261
BKNG_2020_Q2_20200806,-4.175518,-4.450429,0.274911
MSFT_2020_Q4_20200722,-4.042094,-3.766636,0.275458
SLB_2020_Q2_20200723,-4.064345,-3.785276,0.279069
PLD_2020_Q2_20200721,-4.026402,-4.305733,0.279331
ADP_2020_Q4_20200729,-4.185984,-3.902091,0.283893
AVGO_2020_Q3_20200903,-4.262533,-3.972737,0.289796
BAC_2020_Q2_20200716,-4.262533,-3.972241,0.290292
PM_2020_Q2_20200721,-4.068658,-4.362542,0.293884
EOG_2020_Q2_20200807,-4.027272,-3.721902,0.30537
RTX_2020_Q2_20200728,-4.136765,-3.821998,0.314767
PSA_2020_Q2_20200806,-4.042455,-4.367278,0.324823
XEL_2020_Q2_20200730,-4.039242,-4.366144,0.326902
MO_2020_Q2_20200728,-4.066795,-4.418737,0.351942
APD_2020_Q3_20200723,-4.064533,-4.431758,0.367225
NKE_2021_Q1_20200922,-4.112816,-3.743967,0.368849
KO_2020_Q2_20200721,-4.068658,-4.437647,0.368989
COP_2020_Q2_20200730,-4.078781,-3.702363,0.376418
PFE_2020_Q2_20200728,-4.042042,-4.41947,0.377428
V_2020_Q3_20200728,-4.068658,-4.449793,0.381135
DIS_2020_Q3_20200804,-4.092241,-3.71051,0.381731
GS_2020_Q2_20200715,-4.07829,-4.469777,0.391487
LOW_2020_Q2_20200819,-4.138681,-3.742978,0.395703
DHR_2020_Q2_20200723,-3.8844,-4.310022,0.425622
VLO_2020_Q2_20200730,-4.179111,-3.738175,0.440936
TMO_2020_Q2_20200722,-4.107046,-4.556272,0.449226
TJX_2021_Q2_20200819,-4.18573,-3.734692,0.451038
MCD_2020_Q2_20200728,-4.064345,-4.517095,0.45275
ACN_2020_Q4_20200924,-4.249963,-3.794772,0.455191
SHW_2020_Q2_20200728,-4.064244,-4.52835,0.464106
ADBE_2020_Q3_20200915,-4.262533,-3.795926,0.466607
BA_2020_Q2_20200729,-4.064345,-3.572459,0.491886
MRK_2020_Q2_20200731,-4.027272,-4.535514,0.508242
MDLZ_2020_Q2_20200728,-4.167303,-4.691165,0.523862
DUK_2020_Q2_20200810,-4.262533,-4.795851,0.533318
CMCSA_2020_Q2_20200730,-4.112816,-4.659895,0.547079
WFC_2020_Q2_20200714,-4.107691,-3.554974,0.552717
ABBV_2020_Q2_20200731,-3.83554,-4.423687,0.588147
UNH_2020_Q2_20200715,-4.068658,-4.659905,0.591247
AAPL_2020_Q3_20200730,-4.134424,-3.512117,0.622307
NEM_2020_Q2_20200730,-4.015018,-3.386201,0.628817
TGT_2020_Q2_20200819,-3.994351,-3.365123,0.629228
PEP_2020_Q2_20200714,-4.236046,-4.882475,0.646429
META_2020_Q2_20200730,-4.227842,-3.5764,0.651442
PG_2020_Q4_20200730,-4.027272,-4.684913,0.657641
SO_2020_Q2_20200730,-3.83554,-4.532704,0.697164
GE_2020_Q2_20200729,-4.35536,-3.643364,0.711996
CSGP_2020_Q2_20200728,-3.987118,-3.185684,0.801434
