id,preds,trues,abs_e
DLR_2021_Q3_20211027,-4.239679,-4.242937,0.003258
HON_2021_Q3_20211022,-4.143601,-4.135715,0.007886
UNH_2021_Q3_20211014,-3.936224,-3.896689,0.039535
MPC_2021_Q3_20211102,-4.217279,-4.172322,0.044957
D_2021_Q3_20211105,-4.15262,-4.103997,0.048623
GOOG_2021_Q3_20211026,-3.950558,-3.864888,0.08567
EOG_2021_Q3_20211105,-4.098547,-3.98714,0.111407
VZ_2021_Q3_20211020,-4.349369,-4.236243,0.113126
BAC_2021_Q3_20211014,-4.06963,-3.943673,0.125957
ABBV_2021_Q3_20211029,-3.858726,-3.987578,0.128852
EA_2022_Q2_20211103,-4.165678,-4.030125,0.135553
DHR_2021_Q3_20211021,-4.181883,-4.3262,0.144317
COP_2021_Q3_20211103,-4.290688,-4.439685,0.148997
MSFT_2022_Q1_20211026,-4.308364,-4.153851,0.154513
JNJ_2021_Q3_20211019,-4.283937,-4.444861,0.160924
CMCSA_2021_Q3_20211028,-4.235638,-4.407945,0.172307
PM_2021_Q3_20211019,-4.202962,-4.39967,0.196708
GS_2021_Q3_20211015,-4.271217,-4.07191,0.199307
XOM_2021_Q3_20211029,-4.19126,-4.391301,0.200041
VLO_2021_Q3_20211021,-4.062177,-4.265028,0.202851
PFE_2021_Q3_20211103,-3.858726,-3.65355,0.205176
SPGI_2021_Q3_20211026,-4.283937,-4.042912,0.241025
RTX_2021_Q3_20211026,-4.239722,-4.498158,0.258436
SLB_2021_Q3_20211022,-4.31961,-4.58313,0.26352
PPG_2021_Q3_20211021,-4.13877,-3.868217,0.270553
AAPL_2021_Q4_20211028,-4.284634,-4.573918,0.289284
HD_2021_Q3_20211116,-4.162108,-3.870833,0.291275
PSA_2021_Q3_20211102,-3.996744,-4.303124,0.30638
NEE_2021_Q3_20211020,-4.2869,-4.596798,0.309898
TGT_2021_Q3_20211117,-4.252622,-3.942391,0.310231
ETN_2021_Q3_20211102,-4.098547,-3.763282,0.335265
META_2021_Q3_20211025,-4.147643,-3.810122,0.337521
CAT_2021_Q3_20211028,-4.372247,-4.024147,0.3481
CCI_2021_Q3_20211021,-4.201954,-4.576339,0.374385
PEP_2021_Q3_20211005,-4.372247,-4.754927,0.38268
EQIX_2021_Q3_20211103,-4.308364,-3.920038,0.388326
PLD_2021_Q3_20211015,-4.165678,-4.570638,0.40496
MDLZ_2021_Q3_20211102,-4.371713,-4.791512,0.419799
WELL_2021_Q3_20211105,-4.252064,-3.81162,0.440444
APD_2021_Q4_20211104,-3.962232,-4.403339,0.441107
DIS_2021_Q4_20211110,-4.016595,-3.570294,0.446301
TMUS_2021_Q3_20211102,-4.19057,-3.742418,0.448152
O_2021_Q3_20211102,-3.94682,-4.403176,0.456356
NEM_2021_Q3_20211028,-4.349369,-3.867389,0.48198
JPM_2021_Q3_20211013,-4.371713,-3.880832,0.490881
MRK_2021_Q3_20211028,-4.118121,-3.623667,0.494454
PSX_2021_Q3_20211029,-4.009737,-3.50861,0.501127
GE_2021_Q3_20211026,-4.252622,-3.733821,0.518801
CMG_2021_Q3_20211021,-4.334774,-4.863466,0.528692
DUK_2021_Q3_20211104,-4.189546,-4.738562,0.549016
FCX_2021_Q3_20211021,-4.109088,-3.550598,0.55849
BLK_2021_Q3_20211013,-4.181883,-4.743044,0.561161
BA_2021_Q3_20211027,-4.181883,-4.74643,0.564547
NKE_2022_Q2_20211220,-4.056681,-3.488922,0.567759
SO_2021_Q3_20211104,-4.347404,-4.951126,0.603722
T_2021_Q3_20211021,-4.341774,-4.978711,0.636937
XEL_2021_Q3_20211028,-4.349369,-4.999469,0.6501
MCD_2021_Q3_20211027,-3.858726,-4.523098,0.664372
BKNG_2021_Q3_20211103,-4.07779,-3.402557,0.675233
V_2021_Q4_20211026,-4.119657,-3.441295,0.678362
ABT_2021_Q3_20211020,-3.936224,-4.6871,0.750876
MO_2021_Q3_20211028,-4.38637,-3.63287,0.7535
ADBE_2021_Q4_20211216,-3.962232,-3.188402,0.77383
PG_2022_Q1_20211019,-4.226902,-5.021366,0.794464
CSGP_2021_Q3_20211026,-4.092502,-3.296214,0.796288
SBUX_2021_Q4_20211028,-3.962232,-3.162306,0.799926
KO_2021_Q3_20211027,-4.371713,-5.172029,0.800316
WFC_2021_Q3_20211014,-4.19057,-3.373297,0.817273
UNP_2021_Q3_20211021,-4.15262,-4.97289,0.82027
ECL_2021_Q3_20211026,-4.252622,-3.431378,0.821244
AXP_2021_Q3_20211022,-4.201954,-3.37848,0.823474
TMO_2021_Q3_20211027,-4.283937,-5.128091,0.844154
AVGO_2021_Q4_20211209,-3.94682,-3.093605,0.853215
SHW_2021_Q3_20211026,-4.162117,-5.028282,0.866165
ACN_2022_Q1_20211216,-4.062177,-3.192782,0.869395
AMT_2021_Q3_20211028,-4.018283,-4.922072,0.903789
TJX_2022_Q3_20211117,-4.217279,-3.303129,0.91415
MA_2021_Q3_20211028,-4.094577,-5.018539,0.923962
TSLA_2021_Q3_20211020,-4.119657,-3.030989,1.088668
