id,preds,trues,abs_e
MCD_2021_Q3_20211027,-4.465714,-4.464821,0.000893
D_2021_Q3_20211105,-4.197084,-4.201023,0.003939
ETN_2021_Q3_20211102,-4.170107,-4.174187,0.00408
EQIX_2021_Q3_20211103,-4.108094,-4.118905,0.010811
MDLZ_2021_Q3_20211102,-4.384611,-4.395477,0.010866
CAT_2021_Q3_20211028,-4.081892,-4.069707,0.012185
AMT_2021_Q3_20211028,-4.246313,-4.262508,0.016195
VZ_2021_Q3_20211020,-4.670228,-4.652028,0.0182
HON_2021_Q3_20211022,-4.403224,-4.426982,0.023758
CL_2021_Q3_20211029,-4.501511,-4.52592,0.024409
GS_2021_Q3_20211015,-4.139963,-4.171718,0.031755
SPGI_2021_Q3_20211026,-4.181997,-4.146849,0.035148
KO_2021_Q3_20211027,-4.474225,-4.437001,0.037224
NEM_2021_Q3_20211028,-4.145749,-4.185452,0.039703
SO_2021_Q3_20211104,-4.436296,-4.47849,0.042194
GOOG_2021_Q3_20211026,-4.146525,-4.103808,0.042717
ABT_2021_Q3_20211020,-4.375492,-4.328109,0.047383
SLB_2021_Q3_20211022,-3.787912,-3.737579,0.050333
DE_2021_Q4_20211124,-3.933687,-3.881822,0.051865
AAPL_2021_Q4_20211028,-4.214785,-4.15756,0.057225
LOW_2021_Q3_20211117,-4.343477,-4.401431,0.057954
WFC_2021_Q3_20211014,-3.945353,-4.01329,0.067937
CMCSA_2021_Q3_20211028,-3.951773,-4.025797,0.074024
UNH_2021_Q3_20211014,-4.253942,-4.329686,0.075744
XOM_2021_Q3_20211029,-4.031386,-4.115561,0.084175
DHR_2021_Q3_20211021,-4.251807,-4.161799,0.090008
EA_2022_Q2_20211103,-3.911808,-4.003432,0.091624
SRE_2021_Q3_20211105,-4.160271,-4.254788,0.094517
PPG_2021_Q3_20211021,-4.223961,-4.318567,0.094606
ABBV_2021_Q3_20211029,-4.272563,-4.374067,0.101504
NKE_2022_Q2_20211220,-4.133387,-4.031048,0.102339
CCI_2021_Q3_20211021,-4.294379,-4.396957,0.102578
O_2021_Q3_20211102,-4.242647,-4.345628,0.102981
GE_2021_Q3_20211026,-4.001765,-3.896922,0.104843
BLK_2021_Q3_20211013,-4.24289,-4.350698,0.107808
SHW_2021_Q3_20211026,-4.280659,-4.394433,0.113774
MSFT_2022_Q1_20211026,-4.177183,-4.291122,0.113939
COP_2021_Q3_20211103,-3.961727,-3.845035,0.116692
ECL_2021_Q3_20211026,-4.237097,-4.11833,0.118767
TMUS_2021_Q3_20211102,-4.147104,-4.027762,0.119342
ADP_2022_Q1_20211027,-4.317055,-4.44278,0.125725
EOG_2021_Q3_20211105,-3.845596,-3.71724,0.128356
BAC_2021_Q3_20211014,-4.099119,-4.231783,0.132664
DUK_2021_Q3_20211104,-4.349886,-4.483491,0.133605
MO_2021_Q3_20211028,-4.099859,-4.242063,0.142204
DIS_2021_Q4_20211110,-4.096274,-3.953809,0.142465
META_2021_Q3_20211025,-4.021969,-3.8779,0.144069
PSA_2021_Q3_20211102,-4.187543,-4.343895,0.156352
CMG_2021_Q3_20211021,-4.231785,-4.39482,0.163035
TGT_2021_Q3_20211117,-4.198644,-4.030276,0.168368
PLD_2021_Q3_20211015,-4.290489,-4.462224,0.171735
T_2021_Q3_20211021,-4.396636,-4.220464,0.176172
FCX_2021_Q3_20211021,-3.681466,-3.50185,0.179616
TJX_2022_Q3_20211117,-4.156039,-3.973814,0.182225
LLY_2021_Q3_20211026,-4.066119,-4.249315,0.183196
VLO_2021_Q3_20211021,-3.879116,-3.693236,0.18588
JNJ_2021_Q3_20211019,-4.510199,-4.699031,0.188832
PG_2022_Q1_20211019,-4.555707,-4.749881,0.194174
XEL_2021_Q3_20211028,-4.210619,-4.40734,0.196721
APD_2021_Q4_20211104,-4.32192,-4.544362,0.222442
PSX_2021_Q3_20211029,-3.938448,-3.713589,0.224859
HD_2021_Q3_20211116,-4.316422,-4.088924,0.227498
AEP_2021_Q3_20211028,-4.323282,-4.554596,0.231314
DLR_2021_Q3_20211027,-4.09376,-4.329463,0.235703
JPM_2021_Q3_20211013,-4.194224,-4.434802,0.240578
PEP_2021_Q3_20211005,-4.506667,-4.749735,0.243068
RTX_2021_Q3_20211026,-4.3185,-4.05758,0.26092
MPC_2021_Q3_20211102,-4.058616,-3.797537,0.261079
NEE_2021_Q3_20211020,-4.250772,-4.519436,0.268664
UNP_2021_Q3_20211021,-4.199152,-4.468521,0.269369
NUE_2021_Q3_20211021,-3.866479,-3.58141,0.285069
TMO_2021_Q3_20211027,-4.064404,-4.368371,0.303967
AXP_2021_Q3_20211022,-4.050841,-3.740055,0.310786
PM_2021_Q3_20211019,-4.192956,-4.541459,0.348503
SBUX_2021_Q4_20211028,-4.279459,-3.930921,0.348538
MRK_2021_Q3_20211028,-4.003976,-3.631925,0.372051
WELL_2021_Q3_20211105,-4.207446,-3.834905,0.372541
MA_2021_Q3_20211028,-4.049283,-3.666805,0.382478
ADBE_2021_Q4_20211216,-3.96484,-3.560581,0.404259
ACN_2022_Q1_20211216,-4.236731,-3.796766,0.439965
V_2021_Q4_20211026,-4.16101,-3.70435,0.45666
AVGO_2021_Q4_20211209,-4.18541,-3.682559,0.502851
CSGP_2021_Q3_20211026,-4.267869,-3.729714,0.538155
BA_2021_Q3_20211027,-4.068387,-3.53001,0.538377
BKNG_2021_Q3_20211103,-4.116821,-3.537838,0.578983
AMD_2021_Q3_20211026,-3.956774,-3.33793,0.618844
CRM_2022_Q3_20211130,-4.272915,-3.486608,0.786307
PFE_2021_Q3_20211103,-4.39329,-3.503034,0.890256
TSLA_2021_Q3_20211020,-4.107341,-3.112448,0.994893
ORCL_2022_Q2_20211209,-4.360654,-3.357889,1.002765
