id,preds,trues,abs_e
PPG_2020_Q2_20200717,-4.161152,-4.151403,0.009749
ORCL_2021_Q1_20200910,-3.889884,-3.902989,0.013105
O_2020_Q2_20200804,-3.987753,-3.96664,0.021113
MSFT_2020_Q4_20200722,-3.730066,-3.757469,0.027403
MDLZ_2020_Q2_20200728,-4.215338,-4.167873,0.047465
PM_2020_Q2_20200721,-3.941659,-3.992447,0.050788
AMT_2020_Q2_20200729,-4.406173,-4.462641,0.056468
SBUX_2020_Q3_20200728,-3.823696,-3.88365,0.059954
PFE_2020_Q2_20200728,-3.931591,-3.994576,0.062985
ABT_2020_Q2_20200716,-4.1191,-4.189033,0.069933
MO_2020_Q2_20200728,-4.467633,-4.380684,0.086949
DE_2020_Q3_20200821,-4.12008,-4.024925,0.095155
COP_2020_Q2_20200730,-3.721455,-3.82537,0.103915
SPGI_2020_Q2_20200728,-3.830956,-3.713653,0.117303
ABBV_2020_Q2_20200731,-4.280299,-4.410636,0.130337
EOG_2020_Q2_20200807,-3.598579,-3.456773,0.141806
BLK_2020_Q2_20200717,-4.01029,-3.853807,0.156483
HON_2020_Q2_20200724,-3.903415,-4.060529,0.157114
MRK_2020_Q2_20200731,-4.285549,-4.115392,0.170157
WELL_2020_Q2_20200806,-3.872673,-3.692757,0.179916
TJX_2021_Q2_20200819,-3.890737,-3.698775,0.191962
VLO_2020_Q2_20200730,-3.607276,-3.800035,0.192759
DHR_2020_Q2_20200723,-4.221403,-4.007654,0.213749
PG_2020_Q4_20200730,-4.672813,-4.443931,0.228882
BAC_2020_Q2_20200716,-3.629056,-3.875522,0.246466
WFC_2020_Q2_20200714,-3.54012,-3.290966,0.249154
V_2020_Q3_20200728,-3.963601,-4.246929,0.283328
KO_2020_Q2_20200721,-3.981539,-4.27317,0.291631
PLD_2020_Q2_20200721,-3.985159,-4.297835,0.312676
PEP_2020_Q2_20200714,-4.462782,-4.799444,0.336662
FCX_2020_Q2_20200723,-4.042696,-3.700661,0.342035
UNP_2020_Q2_20200723,-3.926996,-4.269356,0.34236
AMD_2020_Q2_20200728,-3.235168,-2.864469,0.370699
ADP_2020_Q4_20200729,-4.035081,-3.626783,0.408298
CMG_2020_Q2_20200722,-3.927198,-3.501345,0.425853
AEP_2020_Q2_20200806,-3.960122,-4.387621,0.427499
GOOG_2020_Q2_20200730,-3.969006,-4.417757,0.448751
TMO_2020_Q2_20200722,-3.957446,-4.414794,0.457348
ETN_2020_Q2_20200729,-4.092632,-3.592554,0.500078
TSLA_2020_Q2_20200722,-3.203572,-2.692436,0.511136
RTX_2020_Q2_20200728,-3.789512,-4.309151,0.519639
DUK_2020_Q2_20200810,-3.871637,-4.403809,0.532172
CAT_2020_Q2_20200731,-3.936038,-4.495539,0.559501
MCD_2020_Q2_20200728,-3.953331,-4.52295,0.569619
