id,preds,trues,abs_e
ORCL_2021_Q3_20210310,-3.879243,-3.874542,0.004701
RTX_2020_Q4_20210126,-3.942608,-3.937255,0.005353
EA_2021_Q3_20210202,-3.908816,-3.903349,0.005467
DIS_2021_Q1_20210211,-3.894587,-3.887816,0.006771
PG_2021_Q2_20210120,-4.374835,-4.383521,0.008686
HD_2020_Q4_20210223,-4.004851,-3.995718,0.009133
DHR_2020_Q4_20210128,-4.024511,-4.040811,0.0163
JNJ_2020_Q4_20210126,-4.291129,-4.272299,0.01883
AMD_2020_Q4_20210126,-3.775764,-3.755042,0.020722
BKNG_2020_Q4_20210224,-3.667719,-3.646763,0.020956
V_2021_Q1_20210128,-4.030394,-4.053147,0.022753
NEE_2020_Q4_20210126,-3.904387,-3.928188,0.023801
PPG_2020_Q4_20210122,-4.071867,-4.047479,0.024388
LOW_2020_Q4_20210224,-3.899754,-3.86693,0.032824
DLR_2020_Q4_20210211,-3.97922,-4.018484,0.039264
TJX_2021_Q4_20210224,-3.912965,-3.870857,0.042108
BAC_2020_Q4_20210119,-3.878147,-3.921456,0.043309
PSA_2020_Q4_20210225,-4.16882,-4.223076,0.054256
EQIX_2020_Q4_20210210,-4.023762,-4.079519,0.055757
NKE_2021_Q3_20210318,-3.9798,-3.92004,0.05976
GOOG_2020_Q4_20210202,-3.853655,-3.914787,0.061132
APD_2021_Q1_20210204,-3.855632,-3.919142,0.06351
TMO_2020_Q4_20210201,-3.947531,-4.011411,0.06388
SHW_2020_Q4_20210128,-4.203794,-4.274241,0.070447
MO_2020_Q4_20210128,-4.25125,-4.325157,0.073907
SRE_2020_Q4_20210225,-3.966852,-4.042609,0.075757
D_2020_Q4_20210212,-4.19409,-4.112414,0.081676
AEP_2020_Q4_20210225,-4.175662,-4.257898,0.082236
PM_2020_Q4_20210204,-4.220857,-4.319595,0.098738
TSLA_2020_Q4_20210127,-3.438125,-3.540514,0.102389
GE_2020_Q4_20210126,-3.765151,-3.868092,0.102941
BA_2020_Q4_20210127,-3.820115,-3.932846,0.112731
MDLZ_2020_Q4_20210128,-4.338417,-4.219515,0.118902
ECL_2020_Q4_20210216,-3.920285,-4.040336,0.120051
UNH_2020_Q4_20210120,-4.115209,-4.238252,0.123043
AXP_2020_Q4_20210126,-3.953267,-3.829267,0.124
PSX_2020_Q4_20210129,-3.812273,-3.684288,0.127985
VLO_2020_Q4_20210128,-3.727654,-3.857465,0.129811
COP_2020_Q4_20210202,-3.631496,-3.767629,0.136133
CAT_2020_Q4_20210129,-3.905209,-4.052458,0.147249
VZ_2020_Q4_20210126,-4.389172,-4.538414,0.149242
