id,preds,trues,abs_e
MPC_2021_Q1_20210504,-4.132495,-4.128941,0.003554
V_2021_Q2_20210427,-4.32546,-4.294477,0.030983
VLO_2021_Q1_20210422,-3.906325,-3.870039,0.036286
CAT_2021_Q1_20210429,-4.601428,-4.548963,0.052465
HON_2021_Q1_20210423,-4.418122,-4.470707,0.052585
BLK_2021_Q1_20210415,-4.336254,-4.406982,0.070728
BAC_2021_Q1_20210415,-4.170653,-4.097828,0.072825
SRE_2021_Q1_20210505,-4.447767,-4.374345,0.073422
MO_2021_Q1_20210429,-4.245825,-4.171437,0.074388
D_2021_Q1_20210504,-4.625056,-4.539146,0.08591
GOOG_2021_Q1_20210427,-4.174182,-4.087343,0.086839
DHR_2021_Q1_20210422,-4.111353,-4.020802,0.090551
EQIX_2021_Q1_20210428,-4.35183,-4.252707,0.099123
LLY_2021_Q1_20210427,-4.343237,-4.222881,0.120356
AVGO_2021_Q2_20210603,-3.861476,-3.98444,0.122964
WELL_2021_Q1_20210429,-4.155923,-4.286756,0.130833
PM_2021_Q1_20210420,-4.275752,-4.417628,0.141876
COP_2021_Q1_20210504,-3.818682,-3.66541,0.153272
AMT_2021_Q1_20210429,-4.268494,-4.431997,0.163503
SPGI_2021_Q1_20210429,-4.293108,-4.128452,0.164656
TMUS_2021_Q1_20210504,-4.178902,-4.004374,0.174528
WFC_2021_Q1_20210414,-4.084298,-3.890766,0.193532
RTX_2021_Q1_20210427,-4.329089,-4.544312,0.215223
PSX_2021_Q1_20210430,-4.084461,-3.858989,0.225472
ACN_2021_Q3_20210624,-4.428657,-4.660758,0.232101
O_2021_Q1_20210504,-4.358781,-4.113313,0.245468
NEE_2021_Q1_20210421,-4.390972,-4.137572,0.2534
JNJ_2021_Q1_20210420,-4.570689,-4.316146,0.254543
BA_2021_Q1_20210428,-4.083491,-4.342473,0.258982
DIS_2021_Q2_20210513,-4.328779,-4.58946,0.260681
JPM_2021_Q1_20210414,-4.155382,-4.417413,0.262031
SO_2021_Q1_20210429,-4.59257,-4.88005,0.28748
PSA_2021_Q1_20210429,-4.573861,-4.27706,0.296801
TJX_2022_Q1_20210519,-4.043809,-3.737848,0.305961
BKNG_2021_Q1_20210506,-4.120863,-3.80412,0.316743
ABBV_2021_Q1_20210430,-4.562443,-4.224063,0.33838
AXP_2021_Q1_20210423,-4.048675,-3.673283,0.375392
MSFT_2021_Q3_20210427,-4.083075,-4.468589,0.385514
PLD_2021_Q1_20210419,-4.094439,-4.485357,0.390918
VZ_2021_Q1_20210421,-4.670001,-5.061731,0.39173
SBUX_2021_Q2_20210427,-4.279197,-3.843869,0.435328
AAPL_2021_Q2_20210428,-4.204379,-4.644176,0.439797
CCI_2021_Q1_20210422,-4.255395,-4.711733,0.456338
SLB_2021_Q1_20210423,-3.804455,-4.263503,0.459048
ABT_2021_Q1_20210420,-4.170969,-3.701434,0.469535
UNH_2021_Q1_20210415,-4.473908,-4.001479,0.472429
NEM_2021_Q1_20210429,-4.15418,-3.671916,0.482264
PG_2021_Q3_20210420,-4.353171,-4.836298,0.483127
LOW_2021_Q1_20210519,-4.065347,-4.553084,0.487737
CRM_2022_Q1_20210527,-4.028209,-3.537872,0.490337
AEP_2021_Q1_20210422,-4.545699,-5.038294,0.492595
ECL_2021_Q1_20210427,-4.213618,-3.716118,0.4975
TGT_2021_Q1_20210519,-4.308084,-3.80556,0.502524
UNP_2021_Q1_20210422,-4.407373,-3.889058,0.518315
TMO_2021_Q1_20210429,-4.274794,-3.747666,0.527128
XOM_2021_Q1_20210430,-4.288241,-3.760469,0.527772
FCX_2021_Q1_20210422,-3.675909,-3.119569,0.55634
ADP_2021_Q3_20210428,-4.302422,-3.736887,0.565535
DLR_2021_Q1_20210429,-4.414278,-3.843414,0.570864
