id,preds,trues,abs_e
CAT_2020_Q4_20210129,-3.944513,-3.949096,0.004583
CSGP_2020_Q4_20210223,-3.817217,-3.811855,0.005362
META_2020_Q4_20210127,-3.914002,-3.928471,0.014469
MPC_2020_Q4_20210202,-3.869471,-3.887307,0.017836
NKE_2021_Q3_20210318,-4.037201,-4.012101,0.0251
ADP_2021_Q2_20210127,-4.18107,-4.20642,0.02535
AVGO_2021_Q1_20210304,-3.630172,-3.663491,0.033319
TMO_2020_Q4_20210201,-3.942459,-3.989991,0.047532
NUE_2020_Q4_20210128,-3.882399,-3.832101,0.050298
APD_2021_Q1_20210204,-3.979265,-4.031287,0.052022
DIS_2021_Q1_20210211,-3.808958,-3.861691,0.052733
ABT_2020_Q4_20210127,-4.100404,-4.046344,0.05406
RTX_2020_Q4_20210126,-3.914189,-3.859043,0.055146
ABBV_2020_Q4_20210203,-4.097814,-4.154762,0.056948
PSA_2020_Q4_20210225,-4.176067,-4.235791,0.059724
NEM_2020_Q4_20210218,-3.954599,-4.019872,0.065273
LOW_2020_Q4_20210224,-3.968336,-4.038853,0.070517
ORCL_2021_Q3_20210310,-3.898774,-3.977307,0.078533
SLB_2020_Q4_20210122,-3.603784,-3.522969,0.080815
CMCSA_2020_Q4_20210128,-3.898033,-3.985025,0.086992
GE_2020_Q4_20210126,-3.843816,-3.754691,0.089125
UNP_2020_Q4_20210121,-4.06237,-3.972251,0.090119
CRM_2021_Q4_20210225,-3.818655,-3.909086,0.090431
PPG_2020_Q4_20210122,-4.03142,-4.123607,0.092187
SRE_2020_Q4_20210225,-4.210947,-4.303653,0.092706
COP_2020_Q4_20210202,-3.589903,-3.682755,0.092852
AXP_2020_Q4_20210126,-3.769818,-3.862912,0.093094
SHW_2020_Q4_20210128,-4.057563,-4.158194,0.100631
D_2020_Q4_20210212,-4.131756,-4.235535,0.103779
MA_2020_Q4_20210128,-3.78564,-3.891088,0.105448
MDLZ_2020_Q4_20210128,-4.402462,-4.279713,0.122749
GS_2020_Q4_20210119,-3.901955,-4.025691,0.123736
GOOG_2020_Q4_20210202,-3.763628,-3.888007,0.124379
AAPL_2021_Q1_20210127,-3.964336,-3.839738,0.124598
XOM_2020_Q4_20210202,-3.66262,-3.80602,0.1434
XEL_2020_Q4_20210128,-4.057817,-4.20456,0.146743
EA_2021_Q3_20210202,-3.813401,-3.963945,0.150544
V_2021_Q1_20210128,-3.930535,-4.083325,0.15279
HON_2020_Q4_20210129,-4.113396,-4.277089,0.163693
PG_2021_Q2_20210120,-4.355334,-4.526575,0.171241
DLR_2020_Q4_20210211,-3.900766,-4.087336,0.18657
WELL_2020_Q4_20210210,-3.818823,-4.006029,0.187206
VLO_2020_Q4_20210128,-3.874625,-3.68552,0.189105
ETN_2020_Q4_20210202,-4.110699,-4.300006,0.189307
TMUS_2020_Q4_20210204,-3.838364,-4.029227,0.190863
HD_2020_Q4_20210223,-3.993881,-4.189973,0.196092
KO_2020_Q4_20210210,-4.363591,-4.561855,0.198264
AMT_2020_Q4_20210225,-3.762116,-3.961602,0.199486
PEP_2020_Q4_20210211,-4.251706,-4.452583,0.200877
JPM_2020_Q4_20210115,-3.992215,-4.194127,0.201912
EQIX_2020_Q4_20210210,-3.651676,-3.855047,0.203371
AMD_2020_Q4_20210126,-3.750645,-3.536557,0.214088
EOG_2020_Q4_20210226,-3.650536,-3.428105,0.222431
VZ_2020_Q4_20210126,-3.985267,-4.214181,0.228914
CMG_2020_Q4_20210202,-3.969756,-3.737874,0.231882
LLY_2020_Q4_20210129,-4.019978,-4.255554,0.235576
ADBE_2021_Q1_20210323,-4.024044,-4.261512,0.237468
JNJ_2020_Q4_20210126,-4.076315,-4.318523,0.242208
WFC_2020_Q4_20210115,-3.836072,-3.593441,0.242631
SBUX_2021_Q1_20210126,-4.177456,-3.932109,0.245347
NEE_2020_Q4_20210126,-4.108275,-3.859144,0.249131
