id,preds,trues,abs_e
SRE_2020_Q2_20200805,-4.151047,-4.150519,0.000528
ETN_2020_Q2_20200729,-4.145614,-4.153668,0.008054
DHR_2020_Q2_20200723,-4.300393,-4.310022,0.009629
HD_2020_Q2_20200818,-4.196231,-4.225115,0.028884
RTX_2020_Q2_20200728,-3.855386,-3.821998,0.033388
PSX_2020_Q2_20200731,-4.024366,-4.063064,0.038698
TMUS_2020_Q2_20200806,-4.040382,-4.001234,0.039148
NUE_2020_Q2_20200723,-3.997862,-4.037298,0.039436
NEM_2020_Q2_20200730,-3.339854,-3.386201,0.046347
CCI_2020_Q2_20200730,-4.123512,-4.177918,0.054406
ECL_2020_Q2_20200728,-3.736841,-3.680709,0.056132
NEE_2020_Q2_20200724,-4.265459,-4.321831,0.056372
PPG_2020_Q2_20200717,-4.073029,-4.133974,0.060945
ADP_2020_Q4_20200729,-3.968659,-3.902091,0.066568
WELL_2020_Q2_20200806,-3.747576,-3.814362,0.066786
HON_2020_Q2_20200724,-4.015527,-4.089199,0.073672
AXP_2020_Q2_20200724,-3.976907,-4.050968,0.074061
DLR_2020_Q2_20200730,-4.116652,-4.041117,0.075535
XEL_2020_Q2_20200730,-4.271186,-4.366144,0.094958
MSFT_2020_Q4_20200722,-3.670394,-3.766636,0.096242
GOOG_2020_Q2_20200730,-4.11884,-4.224289,0.105449
BA_2020_Q2_20200729,-3.678961,-3.572459,0.106502
GE_2020_Q2_20200729,-3.518934,-3.643364,0.12443
CAT_2020_Q2_20200731,-4.168186,-4.036761,0.131425
LLY_2020_Q2_20200730,-3.932511,-4.075039,0.142528
TJX_2021_Q2_20200819,-3.883395,-3.734692,0.148703
BLK_2020_Q2_20200717,-4.147859,-4.299346,0.151487
ORCL_2021_Q1_20200910,-3.993134,-4.146597,0.153463
MPC_2020_Q2_20200803,-3.977767,-3.801084,0.176683
NKE_2021_Q1_20200922,-3.922181,-3.743967,0.178214
EA_2021_Q1_20200730,-3.795527,-4.001403,0.205876
MO_2020_Q2_20200728,-4.20742,-4.418737,0.211317
ADBE_2020_Q3_20200915,-4.014276,-3.795926,0.21835
FCX_2020_Q2_20200723,-3.677317,-3.457578,0.219739
PLD_2020_Q2_20200721,-4.052751,-4.305733,0.252982
XOM_2020_Q2_20200731,-4.025252,-4.280366,0.255114
WFC_2020_Q2_20200714,-3.816016,-3.554974,0.261042
VLO_2020_Q2_20200730,-3.45477,-3.738175,0.283405
CMG_2020_Q2_20200722,-3.59838,-3.884416,0.286036
ABT_2020_Q2_20200716,-3.957,-4.243046,0.286046
UNP_2020_Q2_20200723,-3.850635,-4.143845,0.29321
SLB_2020_Q2_20200723,-4.082929,-3.785276,0.297653
EQIX_2020_Q2_20200729,-3.957839,-4.257318,0.299479
ACN_2020_Q4_20200924,-4.102421,-3.794772,0.307649
ABBV_2020_Q2_20200731,-4.108928,-4.423687,0.314759
COP_2020_Q2_20200730,-4.018972,-3.702363,0.316609
AVGO_2020_Q3_20200903,-3.642871,-3.972737,0.329866
SBUX_2020_Q3_20200728,-4.015218,-4.349568,0.33435
AMT_2020_Q2_20200729,-3.798149,-4.142715,0.344566
LOW_2020_Q2_20200819,-4.099112,-3.742978,0.356134
AEP_2020_Q2_20200806,-3.85806,-4.227868,0.369808
PSA_2020_Q2_20200806,-3.985541,-4.367278,0.381737
JPM_2020_Q2_20200714,-3.88081,-4.287902,0.407092
EOG_2020_Q2_20200807,-4.139727,-3.721902,0.417825
PFE_2020_Q2_20200728,-4.000485,-4.41947,0.418985
D_2020_Q2_20200731,-4.355774,-4.774962,0.419188
DE_2020_Q3_20200821,-4.402526,-3.970757,0.431769
MCD_2020_Q2_20200728,-4.069929,-4.517095,0.447166
KO_2020_Q2_20200721,-3.983816,-4.437647,0.453831
DIS_2020_Q3_20200804,-4.1728,-3.71051,0.46229
PG_2020_Q4_20200730,-4.207668,-4.684913,0.477245
PM_2020_Q2_20200721,-3.885201,-4.362542,0.477341
SO_2020_Q2_20200730,-4.043505,-4.532704,0.489199
TGT_2020_Q2_20200819,-3.856375,-3.365123,0.491252
