id,preds,trues,abs_e
ABT_2021_Q1_20210420,-3.941933,-3.932364,0.009569
VLO_2021_Q1_20210422,-3.847856,-3.836164,0.011692
NEE_2021_Q1_20210421,-4.378493,-4.398106,0.019613
TMUS_2021_Q1_20210504,-4.159751,-4.13716,0.022591
GE_2021_Q1_20210427,-3.963139,-4.00827,0.045131
MRK_2021_Q1_20210429,-4.255248,-4.2037,0.051548
TMO_2021_Q1_20210429,-4.032755,-4.084906,0.052151
T_2021_Q1_20210422,-4.011172,-4.06405,0.052878
META_2021_Q1_20210428,-3.973419,-3.919669,0.05375
DHR_2021_Q1_20210422,-4.140073,-4.21812,0.078047
CMCSA_2021_Q1_20210429,-4.037904,-4.128748,0.090844
ADP_2021_Q3_20210428,-4.202942,-4.298391,0.095449
EQIX_2021_Q1_20210428,-4.259848,-4.361009,0.101161
LLY_2021_Q1_20210427,-4.004056,-3.883555,0.120501
CSGP_2021_Q1_20210427,-3.756827,-3.885679,0.128852
GS_2021_Q1_20210414,-4.058752,-4.187925,0.129173
BLK_2021_Q1_20210415,-4.181475,-4.316673,0.135198
PPG_2021_Q1_20210416,-4.087693,-3.937951,0.149742
ORCL_2021_Q4_20210615,-3.823872,-3.9773,0.153428
AMD_2021_Q1_20210427,-3.929198,-4.083479,0.154281
EOG_2021_Q1_20210507,-3.859738,-3.695831,0.163907
CAT_2021_Q1_20210429,-4.11756,-4.287837,0.170277
COP_2021_Q1_20210504,-3.768467,-3.947321,0.178854
SLB_2021_Q1_20210423,-3.778554,-3.582412,0.196142
FCX_2021_Q1_20210422,-3.61275,-3.414459,0.198291
DUK_2021_Q1_20210510,-4.207893,-4.409323,0.20143
DE_2021_Q2_20210521,-4.213709,-4.415767,0.202058
PSX_2021_Q1_20210430,-3.847771,-4.052135,0.204364
SPGI_2021_Q1_20210429,-4.136064,-4.352222,0.216158
PG_2021_Q3_20210420,-4.413072,-4.633614,0.220542
SRE_2021_Q1_20210505,-4.223752,-4.446023,0.222271
O_2021_Q1_20210504,-4.177701,-4.437586,0.259885
XEL_2021_Q1_20210429,-4.309078,-4.584742,0.275664
NEM_2021_Q1_20210429,-3.816151,-4.1117,0.295549
CRM_2022_Q1_20210527,-3.940239,-4.242672,0.302433
XOM_2021_Q1_20210430,-3.741219,-4.048604,0.307385
NKE_2021_Q4_20210624,-3.862089,-3.547917,0.314172
BKNG_2021_Q1_20210506,-3.833492,-4.152352,0.31886
D_2021_Q1_20210504,-4.249254,-4.605278,0.356024
MO_2021_Q1_20210429,-4.153594,-4.513957,0.360363
TJX_2022_Q1_20210519,-3.870006,-4.246167,0.376161
HON_2021_Q1_20210423,-3.966518,-4.345351,0.378833
WFC_2021_Q1_20210414,-3.609321,-3.995825,0.386504
UNH_2021_Q1_20210415,-4.119011,-4.506594,0.387583
CMG_2021_Q1_20210421,-3.88191,-4.272867,0.390957
AAPL_2021_Q2_20210428,-3.899004,-4.291411,0.392407
DLR_2021_Q1_20210429,-4.046824,-4.441686,0.394862
BAC_2021_Q1_20210415,-3.920924,-4.318184,0.39726
UNP_2021_Q1_20210422,-4.136278,-4.534855,0.398577
TSLA_2021_Q1_20210426,-3.929196,-3.524507,0.404689
GOOG_2021_Q1_20210427,-3.827793,-4.241263,0.41347
BA_2021_Q1_20210428,-3.592113,-4.009962,0.417849
TGT_2021_Q1_20210519,-3.968535,-4.393349,0.424814
MDLZ_2021_Q1_20210427,-4.345739,-4.774873,0.429134
APD_2021_Q2_20210510,-4.104782,-4.545206,0.440424
AMT_2021_Q1_20210429,-4.12065,-4.565264,0.444614
ABBV_2021_Q1_20210430,-4.090818,-4.548741,0.457923
NUE_2021_Q1_20210422,-3.935297,-3.470183,0.465114
SBUX_2021_Q2_20210427,-3.992511,-4.467362,0.474851
V_2021_Q2_20210427,-4.090772,-4.575183,0.484411
ECL_2021_Q1_20210427,-3.847101,-4.344877,0.497776
PSA_2021_Q1_20210429,-4.219216,-4.733337,0.514121
ACN_2021_Q3_20210624,-4.256928,-4.789845,0.532917
CL_2021_Q1_20210430,-4.32049,-4.868104,0.547614
CCI_2021_Q1_20210422,-4.068869,-4.619533,0.550664
ETN_2021_Q1_20210504,-4.141666,-4.693358,0.551692
DIS_2021_Q2_20210513,-4.088922,-4.640697,0.551775
AEP_2021_Q1_20210422,-4.231844,-4.786474,0.55463
PEP_2021_Q1_20210415,-4.244073,-4.824846,0.580773
MSFT_2021_Q3_20210427,-3.739371,-4.323961,0.58459
MA_2021_Q1_20210429,-3.789934,-4.398178,0.608244
VZ_2021_Q1_20210421,-4.19068,-4.800168,0.609488
JPM_2021_Q1_20210414,-3.755268,-4.367119,0.611851
AXP_2021_Q1_20210423,-3.71247,-4.351544,0.639074
PM_2021_Q1_20210420,-4.130457,-4.782909,0.652452
PFE_2021_Q1_20210504,-4.015759,-4.672474,0.656715
WELL_2021_Q1_20210429,-3.599256,-4.262039,0.662783
AVGO_2021_Q2_20210603,-3.727963,-4.408513,0.68055
MPC_2021_Q1_20210504,-3.764529,-4.4451,0.680571
RTX_2021_Q1_20210427,-3.881505,-4.566634,0.685129
JNJ_2021_Q1_20210420,-4.017779,-4.70719,0.689411
PLD_2021_Q1_20210419,-3.924121,-4.63849,0.714369
SHW_2021_Q1_20210427,-4.019674,-4.738931,0.719257
SO_2021_Q1_20210429,-3.939776,-4.681131,0.741355
ADBE_2021_Q2_20210617,-4.034436,-4.780609,0.746173
MCD_2021_Q1_20210429,-4.068553,-4.830187,0.761634
EA_2021_Q4_20210511,-3.773216,-4.537295,0.764079
HD_2021_Q1_20210518,-4.091931,-4.917765,0.825834
LOW_2021_Q1_20210519,-3.956102,-4.864042,0.90794
KO_2021_Q1_20210419,-4.067337,-5.042454,0.975117
