id,preds,trues,abs_e
CL_2022_Q3_20221028,-4.587833,-4.592168,0.004335
PG_2023_Q1_20221019,-4.51654,-4.521703,0.005163
JPM_2022_Q3_20221014,-3.990561,-4.004823,0.014262
PSX_2022_Q3_20221101,-3.854496,-3.881913,0.027417
HON_2022_Q3_20221027,-4.133056,-4.102277,0.030779
LOW_2022_Q3_20221116,-3.929089,-3.895785,0.033304
DE_2022_Q4_20221123,-4.173254,-4.207177,0.033923
ADBE_2022_Q4_20221215,-3.817823,-3.862145,0.044322
ADP_2023_Q1_20221026,-3.907959,-3.840349,0.06761
XOM_2022_Q3_20221028,-3.93835,-4.008229,0.069879
CSGP_2022_Q3_20221025,-3.739586,-3.668084,0.071502
CMCSA_2022_Q3_20221027,-4.055603,-3.980126,0.075477
MPC_2022_Q3_20221101,-3.932707,-3.855109,0.077598
EA_2023_Q2_20221101,-4.126303,-4.046614,0.079689
SO_2022_Q3_20221027,-4.132291,-4.216105,0.083814
VLO_2022_Q3_20221025,-3.903131,-3.815756,0.087375
BKNG_2022_Q3_20221102,-3.949932,-3.853144,0.096788
PM_2022_Q3_20221020,-4.23509,-4.137578,0.097512
ABBV_2022_Q3_20221028,-4.201085,-4.306004,0.104919
JNJ_2022_Q3_20221018,-4.553962,-4.665883,0.111921
HD_2022_Q3_20221115,-4.252132,-4.130906,0.121226
MO_2022_Q3_20221027,-4.486556,-4.365321,0.121235
VZ_2022_Q3_20221021,-4.104464,-3.964308,0.140156
MCD_2022_Q3_20221026,-4.349232,-4.202369,0.146863
CCI_2022_Q3_20221020,-4.141174,-3.984358,0.156816
RTX_2022_Q3_20221025,-4.122788,-3.955383,0.167405
DUK_2022_Q3_20221104,-4.099804,-4.277329,0.177525
ETN_2022_Q3_20221101,-4.131658,-4.320793,0.189135
AXP_2022_Q3_20221021,-3.831109,-3.637906,0.193203
TMUS_2022_Q3_20221027,-4.019995,-3.822685,0.19731
PFE_2022_Q3_20221101,-4.400363,-4.196677,0.203686
O_2022_Q3_20221103,-4.171551,-4.376391,0.20484
APD_2022_Q4_20221103,-3.947975,-3.737368,0.210607
GE_2022_Q3_20221025,-3.921923,-4.134087,0.212164
BLK_2022_Q3_20221013,-3.850392,-3.638115,0.212277
CRM_2023_Q3_20221130,-3.755365,-3.541199,0.214166
BAC_2022_Q3_20221017,-4.078221,-3.859686,0.218535
EOG_2022_Q3_20221104,-3.470416,-3.700468,0.230052
MDLZ_2022_Q3_20221101,-4.704125,-4.471255,0.23287
ORCL_2023_Q2_20221212,-4.215571,-4.454115,0.238544
PLD_2022_Q3_20221019,-4.183932,-3.944093,0.239839
MRK_2022_Q3_20221027,-4.501482,-4.257265,0.244217
AVGO_2022_Q4_20221208,-3.800868,-4.049151,0.248283
LLY_2022_Q3_20221101,-4.261665,-3.998017,0.263648
GS_2022_Q3_20221018,-4.087589,-4.367415,0.279826
KO_2022_Q3_20221025,-4.549894,-4.257841,0.292053
COP_2022_Q3_20221103,-3.771194,-3.442766,0.328428
SRE_2022_Q3_20221103,-4.398164,-4.052329,0.345835
TSLA_2022_Q3_20221019,-3.691604,-3.335858,0.355746
SLB_2022_Q3_20221021,-3.824011,-3.461688,0.362323
SBUX_2022_Q4_20221103,-4.070843,-3.702281,0.368562
WFC_2022_Q3_20221014,-3.862169,-4.231476,0.369307
DHR_2022_Q3_20221020,-4.077018,-3.694421,0.382597
XEL_2022_Q3_20221027,-4.390358,-4.006005,0.384353
TMO_2022_Q3_20221026,-3.978897,-3.591101,0.387796
ACN_2023_Q1_20221216,-4.144127,-3.74568,0.398447
CAT_2022_Q3_20221027,-4.08894,-3.68098,0.40796
PEP_2022_Q3_20221012,-4.488341,-4.068245,0.420096
WELL_2022_Q3_20221108,-3.968617,-3.501362,0.467255
SHW_2022_Q3_20221025,-4.131198,-3.658019,0.473179
TJX_2023_Q3_20221116,-3.723371,-4.207985,0.484614
PPG_2022_Q3_20221020,-4.198035,-3.707415,0.49062
NEM_2022_Q3_20221101,-3.782444,-3.284888,0.497556
UNH_2022_Q3_20221014,-4.093515,-4.593014,0.499499
V_2022_Q4_20221025,-4.162188,-3.661732,0.500456
NKE_2023_Q2_20221220,-3.969445,-3.463404,0.506041
BA_2022_Q3_20221026,-3.871915,-3.345523,0.526392
UNP_2022_Q3_20221020,-4.298792,-3.768118,0.530674
CMG_2022_Q3_20221025,-4.049534,-3.509472,0.540062
MA_2022_Q3_20221027,-4.173007,-3.619329,0.553678
AEP_2022_Q3_20221026,-4.630132,-4.07624,0.553892
D_2022_Q3_20221104,-4.150546,-3.588578,0.561968
NUE_2022_Q3_20221020,-4.101229,-3.533973,0.567256
FCX_2022_Q3_20221020,-3.615943,-3.041326,0.574617
AMT_2022_Q3_20221027,-4.119098,-3.53722,0.581878
NEE_2022_Q3_20221028,-4.346972,-3.746324,0.600648
T_2022_Q3_20221020,-4.442394,-3.821783,0.620611
PSA_2022_Q3_20221102,-4.08973,-3.468152,0.621578
AAPL_2022_Q4_20221027,-3.953563,-3.331399,0.622164
AMD_2022_Q3_20221101,-3.711293,-3.078191,0.633102
EQIX_2022_Q3_20221102,-4.124765,-3.476974,0.647791
ABT_2022_Q3_20221019,-4.420895,-3.762641,0.658254
SPGI_2022_Q3_20221027,-4.222198,-3.48567,0.736528
GOOG_2022_Q3_20221025,-3.931259,-3.16295,0.768309
MSFT_2023_Q1_20221025,-4.0862,-3.301743,0.784457
DLR_2022_Q3_20221026,-4.164994,-3.295952,0.869042
ECL_2022_Q3_20221101,-4.182752,-3.286594,0.896158
TGT_2022_Q3_20221116,-4.137406,-3.229194,0.908212
DIS_2022_Q4_20221108,-4.118737,-3.105536,1.013201
META_2022_Q3_20221026,-3.779301,-2.576642,1.202659
