id,preds,trues,abs_e
CAT_2022_Q1_20220428,-3.895327,-3.889819,0.005508
UNP_2022_Q1_20220421,-4.015618,-3.990489,0.025129
PM_2022_Q1_20220421,-4.199749,-4.227592,0.027843
ABT_2022_Q1_20220420,-4.071849,-4.036016,0.035833
LLY_2022_Q1_20220428,-3.961937,-3.903078,0.058859
UNH_2022_Q1_20220414,-4.164344,-4.238996,0.074652
RTX_2022_Q1_20220426,-4.008548,-4.10313,0.094582
WFC_2022_Q1_20220414,-3.862324,-3.765911,0.096413
MRK_2022_Q1_20220428,-4.04737,-3.946322,0.101048
KO_2022_Q1_20220425,-4.219027,-4.327029,0.108002
CCI_2022_Q1_20220421,-4.040099,-4.161624,0.121525
ADBE_2022_Q2_20220616,-3.85944,-3.736852,0.122588
AXP_2022_Q1_20220422,-3.891843,-3.766119,0.125724
APD_2022_Q2_20220505,-3.903228,-4.035464,0.132236
BLK_2022_Q1_20220413,-3.991861,-3.847288,0.144573
ETN_2022_Q1_20220503,-4.072402,-3.925872,0.14653
PG_2022_Q3_20220420,-4.024153,-4.178018,0.153865
O_2022_Q1_20220505,-4.020291,-3.866336,0.153955
DIS_2022_Q2_20220511,-3.881951,-3.724351,0.1576
CMG_2022_Q1_20220426,-3.922663,-3.761982,0.160681
VLO_2022_Q1_20220426,-3.702456,-3.530049,0.172407
GS_2022_Q1_20220414,-3.992413,-3.795347,0.197066
ACN_2022_Q3_20220622,-3.935414,-3.7348,0.200614
SLB_2022_Q1_20220422,-3.67515,-3.465002,0.210148
SRE_2022_Q1_20220505,-4.265844,-4.055477,0.210367
LOW_2022_Q1_20220518,-3.796633,-3.575134,0.221499
PLD_2022_Q1_20220419,-4.207526,-3.980996,0.22653
JNJ_2022_Q1_20220419,-4.357638,-4.128541,0.229097
NEE_2022_Q1_20220421,-3.997483,-3.766438,0.231045
BAC_2022_Q1_20220418,-4.02996,-3.798417,0.231543
JPM_2022_Q1_20220413,-4.186481,-3.945581,0.2409
ABBV_2022_Q1_20220429,-3.972228,-3.730004,0.242224
PFE_2022_Q1_20220503,-3.978348,-4.231355,0.253007
PPG_2022_Q1_20220422,-4.074097,-3.819844,0.254253
BKNG_2022_Q1_20220504,-3.638694,-3.377487,0.261207
MDLZ_2022_Q1_20220426,-4.1701,-3.904319,0.265781
AVGO_2022_Q2_20220526,-3.898854,-3.615331,0.283523
D_2022_Q1_20220505,-4.199921,-4.495219,0.295298
DLR_2022_Q1_20220428,-4.038023,-3.734874,0.303149
SPGI_2022_Q1_20220503,-4.117356,-3.813604,0.303752
EA_2022_Q4_20220510,-3.988129,-3.676627,0.311502
XEL_2022_Q1_20220428,-4.483213,-4.171176,0.312037
MPC_2022_Q1_20220503,-3.79292,-3.469183,0.323737
AEP_2022_Q1_20220428,-4.281542,-3.949187,0.332355
VZ_2022_Q1_20220422,-4.288322,-3.955255,0.333067
T_2022_Q1_20220421,-4.079564,-3.722001,0.357563
PSA_2022_Q1_20220504,-4.088223,-3.719041,0.369182
DHR_2022_Q1_20220421,-4.20416,-3.832346,0.371814
NEM_2022_Q1_20220422,-3.816244,-4.200714,0.38447
HON_2022_Q1_20220429,-4.090662,-3.698328,0.392334
FCX_2022_Q1_20220421,-3.557325,-3.164966,0.392359
HD_2022_Q1_20220517,-4.205156,-3.793128,0.412028
AMT_2022_Q1_20220427,-4.316812,-3.899343,0.417469
TSLA_2022_Q1_20220420,-3.532175,-3.09179,0.440385
SO_2022_Q1_20220428,-4.489487,-4.048844,0.440643
PEP_2022_Q1_20220426,-4.300814,-3.856074,0.44474
CL_2022_Q1_20220429,-4.117205,-3.670023,0.447182
CSGP_2022_Q1_20220426,-3.766845,-3.314296,0.452549
AAPL_2022_Q2_20220428,-3.960359,-3.477123,0.483236
EQIX_2022_Q1_20220427,-3.907284,-3.421448,0.485836
ADP_2022_Q3_20220427,-3.984697,-3.494207,0.49049
MCD_2022_Q1_20220428,-4.374467,-3.882871,0.491596
ORCL_2022_Q4_20220613,-3.74001,-3.205253,0.534757
NKE_2022_Q4_20220627,-3.9603,-3.424526,0.535774
WELL_2022_Q1_20220511,-3.99807,-4.546168,0.548098
GOOG_2022_Q1_20220426,-3.92338,-3.368185,0.555195
NUE_2022_Q1_20220421,-3.876532,-3.318188,0.558344
DUK_2022_Q1_20220509,-4.21811,-4.786663,0.568553
CRM_2023_Q1_20220531,-3.748328,-3.17858,0.569748
TMUS_2022_Q1_20220427,-3.850037,-3.279345,0.570692
MA_2022_Q1_20220428,-4.056018,-3.468332,0.587686
XOM_2022_Q1_20220429,-3.93009,-3.313448,0.616642
BA_2022_Q1_20220427,-3.960343,-3.338974,0.621369
ECL_2022_Q1_20220426,-4.141311,-3.508978,0.632333
COP_2022_Q1_20220505,-3.781808,-3.140443,0.641365
TMO_2022_Q1_20220428,-4.138121,-3.467245,0.670876
V_2022_Q2_20220426,-4.009003,-3.320588,0.688415
AMD_2022_Q1_20220503,-3.594103,-2.898252,0.695851
MSFT_2022_Q3_20220426,-4.093061,-3.393006,0.700055
GE_2022_Q1_20220426,-3.819287,-3.107823,0.711464
