id,preds,trues,abs_e
GE_2021_Q3_20211026,-3.898933,-3.896922,0.002011
PSA_2021_Q3_20211102,-4.357539,-4.343895,0.013644
SPGI_2021_Q3_20211026,-4.16142,-4.146849,0.014571
TGT_2021_Q3_20211117,-4.013733,-4.030276,0.016543
COP_2021_Q3_20211103,-3.827661,-3.845035,0.017374
DIS_2021_Q4_20211110,-3.978171,-3.953809,0.024362
SRE_2021_Q3_20211105,-4.229191,-4.254788,0.025597
MPC_2021_Q3_20211102,-3.758188,-3.797537,0.039349
ECL_2021_Q3_20211026,-4.078253,-4.11833,0.040077
WFC_2021_Q3_20211014,-4.053464,-4.01329,0.040174
META_2021_Q3_20211025,-3.930051,-3.8779,0.052151
NKE_2022_Q2_20211220,-3.976033,-4.031048,0.055015
T_2021_Q3_20211021,-4.16473,-4.220464,0.055734
XEL_2021_Q3_20211028,-4.347621,-4.407339,0.059718
ETN_2021_Q3_20211102,-4.113192,-4.174187,0.060995
TMUS_2021_Q3_20211102,-4.091078,-4.027762,0.063316
RTX_2021_Q3_20211026,-3.993521,-4.05758,0.064059
XOM_2021_Q3_20211029,-4.044742,-4.115561,0.070819
EA_2022_Q2_20211103,-4.112144,-4.003432,0.108712
DHR_2021_Q3_20211021,-4.042167,-4.161799,0.119632
CMCSA_2021_Q3_20211028,-4.145994,-4.025797,0.120197
GOOG_2021_Q3_20211026,-3.982489,-4.103808,0.121319
CAT_2021_Q3_20211028,-3.944231,-4.069707,0.125476
GS_2021_Q3_20211015,-4.034583,-4.171718,0.137135
EQIX_2021_Q3_20211103,-3.979373,-4.118905,0.139532
D_2021_Q3_20211105,-4.060813,-4.201023,0.14021
MSFT_2022_Q1_20211026,-4.150618,-4.291122,0.140504
MO_2021_Q3_20211028,-4.097899,-4.242063,0.144164
LLY_2021_Q3_20211026,-4.099179,-4.249315,0.150136
TMO_2021_Q3_20211027,-4.203538,-4.368371,0.164833
UNH_2021_Q3_20211014,-4.163044,-4.329686,0.166642
ABT_2021_Q3_20211020,-4.154914,-4.328109,0.173195
AAPL_2021_Q4_20211028,-3.98087,-4.15756,0.17669
SHW_2021_Q3_20211026,-4.216393,-4.394434,0.178041
SO_2021_Q3_20211104,-4.287417,-4.47849,0.191073
BAC_2021_Q3_20211014,-4.038148,-4.231783,0.193635
HD_2021_Q3_20211116,-4.287981,-4.088924,0.199057
AMT_2021_Q3_20211028,-4.062813,-4.262508,0.199695
WELL_2021_Q3_20211105,-4.038141,-3.834905,0.203236
VLO_2021_Q3_20211021,-3.906092,-3.693236,0.212856
SBUX_2021_Q4_20211028,-4.146338,-3.930921,0.215417
NUE_2021_Q3_20211021,-3.80179,-3.58141,0.22038
CSGP_2021_Q3_20211026,-3.964289,-3.729714,0.234575
DE_2021_Q4_20211124,-4.11745,-3.881822,0.235628
ACN_2022_Q1_20211216,-4.036794,-3.796766,0.240028
LOW_2021_Q3_20211117,-4.160525,-4.401431,0.240906
AXP_2021_Q3_20211022,-3.987404,-3.740055,0.247349
ABBV_2021_Q3_20211029,-4.122401,-4.374067,0.251666
PPG_2021_Q3_20211021,-4.06091,-4.318567,0.257657
KO_2021_Q3_20211027,-4.171559,-4.437001,0.265442
SLB_2021_Q3_20211022,-4.003952,-3.737579,0.266373
MCD_2021_Q3_20211027,-4.190465,-4.464821,0.274356
EOG_2021_Q3_20211105,-3.992727,-3.71724,0.275487
MDLZ_2021_Q3_20211102,-4.097394,-4.395477,0.298083
ADP_2022_Q1_20211027,-4.142996,-4.44278,0.299784
PM_2021_Q3_20211019,-4.233691,-4.541459,0.307768
TJX_2022_Q3_20211117,-4.284678,-3.973814,0.310864
DLR_2021_Q3_20211027,-4.018488,-4.329463,0.310975
AEP_2021_Q3_20211028,-4.234594,-4.554596,0.320002
FCX_2021_Q3_20211021,-3.839129,-3.50185,0.337279
JPM_2021_Q3_20211013,-4.097351,-4.434802,0.337451
BKNG_2021_Q3_20211103,-3.880202,-3.537839,0.342363
BA_2021_Q3_20211027,-3.875452,-3.53001,0.345442
NEM_2021_Q3_20211028,-3.839034,-4.185452,0.346418
PLD_2021_Q3_20211015,-4.10773,-4.462224,0.354494
V_2021_Q4_20211026,-4.063079,-3.70435,0.358729
DUK_2021_Q3_20211104,-4.123752,-4.483491,0.359739
O_2021_Q3_20211102,-3.983812,-4.345628,0.361816
HON_2021_Q3_20211022,-4.059948,-4.426983,0.367035
UNP_2021_Q3_20211021,-4.09711,-4.468521,0.371411
ADBE_2021_Q4_20211216,-3.932669,-3.560581,0.372088
CCI_2021_Q3_20211021,-4.021852,-4.396957,0.375105
PSX_2021_Q3_20211029,-4.097217,-3.713589,0.383628
JNJ_2021_Q3_20211019,-4.31435,-4.699031,0.384681
BLK_2021_Q3_20211013,-3.939992,-4.350698,0.410706
MRK_2021_Q3_20211028,-4.051675,-3.631925,0.41975
AVGO_2021_Q4_20211209,-4.120698,-3.682559,0.438139
CL_2021_Q3_20211029,-4.079859,-4.52592,0.446061
CMG_2021_Q3_20211021,-3.945404,-4.39482,0.449416
APD_2021_Q4_20211104,-4.090744,-4.544362,0.453618
CRM_2022_Q3_20211130,-3.958813,-3.486608,0.472205
VZ_2021_Q3_20211020,-4.141365,-4.652028,0.510663
MA_2021_Q3_20211028,-4.216726,-3.666805,0.549921
NEE_2021_Q3_20211020,-3.886652,-4.519437,0.632785
PG_2022_Q1_20211019,-4.110385,-4.749881,0.639496
PFE_2021_Q3_20211103,-4.159057,-3.503034,0.656023
PEP_2021_Q3_20211005,-4.090792,-4.749735,0.658943
TSLA_2021_Q3_20211020,-3.779496,-3.112448,0.667048
ORCL_2022_Q2_20211209,-4.026985,-3.357889,0.669096
AMD_2021_Q3_20211026,-4.008502,-3.33793,0.670572
