id,preds,trues,abs_e
V_2020_Q3_20200728,-4.247375,-4.246929,0.000446
ABT_2020_Q2_20200716,-4.182228,-4.189033,0.006805
PLD_2020_Q2_20200721,-4.256818,-4.297835,0.041017
MDLZ_2020_Q2_20200728,-4.216731,-4.167874,0.048857
ORCL_2021_Q1_20200910,-3.958478,-3.902989,0.055489
DUK_2020_Q2_20200810,-4.348264,-4.403808,0.055544
COP_2020_Q2_20200730,-3.900161,-3.82537,0.074791
AMT_2020_Q2_20200729,-4.387649,-4.462641,0.074992
ABBV_2020_Q2_20200731,-4.324833,-4.410636,0.085803
AEP_2020_Q2_20200806,-4.476169,-4.387621,0.088548
MPC_2020_Q2_20200803,-4.104347,-3.998505,0.105842
VLO_2020_Q2_20200730,-3.907938,-3.800035,0.107903
PPG_2020_Q2_20200717,-4.274152,-4.151403,0.122749
HON_2020_Q2_20200724,-4.185213,-4.060529,0.124684
MCD_2020_Q2_20200728,-4.392421,-4.52295,0.130529
MRK_2020_Q2_20200731,-4.249554,-4.115392,0.134162
SLB_2020_Q2_20200723,-4.194217,-4.055935,0.138282
PSX_2020_Q2_20200731,-4.515029,-4.3362,0.178829
FCX_2020_Q2_20200723,-3.882602,-3.700661,0.181941
UNP_2020_Q2_20200723,-4.070628,-4.269356,0.198728
SBUX_2020_Q3_20200728,-4.083151,-3.88365,0.199501
XOM_2020_Q2_20200731,-4.266559,-4.46676,0.200201
TMO_2020_Q2_20200722,-4.207663,-4.414794,0.207131
PSA_2020_Q2_20200806,-4.386692,-4.628096,0.241404
KO_2020_Q2_20200721,-4.02366,-4.27317,0.24951
GS_2020_Q2_20200715,-4.12658,-4.379657,0.253077
BLK_2020_Q2_20200717,-4.108835,-3.853807,0.255028
DHR_2020_Q2_20200723,-4.279378,-4.007654,0.271724
BAC_2020_Q2_20200716,-4.15986,-3.875522,0.284338
RTX_2020_Q2_20200728,-4.011115,-4.309151,0.298036
DE_2020_Q3_20200821,-4.325681,-4.024925,0.300756
MO_2020_Q2_20200728,-4.07795,-4.380684,0.302734
ADBE_2020_Q3_20200915,-3.776226,-4.080437,0.304211
PFE_2020_Q2_20200728,-4.303009,-3.994576,0.308433
CMCSA_2020_Q2_20200730,-4.367131,-4.702306,0.335175
O_2020_Q2_20200804,-4.303158,-3.96664,0.336518
CMG_2020_Q2_20200722,-3.869228,-3.501345,0.367883
EA_2021_Q1_20200730,-4.266384,-4.650101,0.383717
UNH_2020_Q2_20200715,-4.186014,-4.602808,0.416794
PG_2020_Q4_20200730,-4.021206,-4.443931,0.422725
PEP_2020_Q2_20200714,-4.334711,-4.799444,0.464733
PM_2020_Q2_20200721,-4.473067,-3.992447,0.48062
MSFT_2020_Q4_20200722,-4.261649,-3.757469,0.50418
GOOG_2020_Q2_20200730,-3.911565,-4.417757,0.506192
ADP_2020_Q4_20200729,-4.167558,-3.626783,0.540775
SHW_2020_Q2_20200728,-4.143333,-4.698476,0.555143
LOW_2020_Q2_20200819,-4.224753,-4.787015,0.562262
VZ_2020_Q2_20200724,-4.363865,-4.932959,0.569094
AVGO_2020_Q3_20200903,-4.093961,-3.512937,0.581024
TJX_2021_Q2_20200819,-4.297054,-3.698775,0.598279
CAT_2020_Q2_20200731,-3.896744,-4.495539,0.598795
MA_2020_Q2_20200730,-4.388544,-4.991679,0.603135
SPGI_2020_Q2_20200728,-4.333145,-3.713653,0.619492
ETN_2020_Q2_20200729,-4.215665,-3.592554,0.623111
EQIX_2020_Q2_20200729,-4.086324,-4.763468,0.677144
NEE_2020_Q2_20200724,-4.212228,-4.901592,0.689364
APD_2020_Q3_20200723,-4.090912,-4.781659,0.690747
LLY_2020_Q2_20200730,-4.27681,-3.539966,0.736844
NEM_2020_Q2_20200730,-4.027012,-3.285125,0.741887
BKNG_2020_Q2_20200806,-4.06683,-4.836468,0.769638
AXP_2020_Q2_20200724,-3.950259,-4.719985,0.769726
D_2020_Q2_20200731,-4.224464,-4.995755,0.771291
WELL_2020_Q2_20200806,-4.466962,-3.692757,0.774205
EOG_2020_Q2_20200807,-4.247996,-3.456773,0.791223
TMUS_2020_Q2_20200806,-4.18493,-3.333655,0.851275
GE_2020_Q2_20200729,-3.930048,-4.803201,0.873153
META_2020_Q2_20200730,-4.065233,-3.167147,0.898086
NKE_2021_Q1_20200922,-3.963347,-3.056943,0.906404
NUE_2020_Q2_20200723,-3.976052,-4.888377,0.912325
WFC_2020_Q2_20200714,-4.219285,-3.290966,0.928319
JPM_2020_Q2_20200714,-4.251485,-5.218441,0.966956
CL_2020_Q2_20200731,-4.197497,-5.199885,1.002388
AAPL_2020_Q3_20200730,-4.175806,-3.157891,1.017915
ACN_2020_Q4_20200924,-4.154161,-3.101893,1.052268
ECL_2020_Q2_20200728,-4.316877,-3.247167,1.06971
DIS_2020_Q3_20200804,-4.306813,-3.234589,1.072224
SO_2020_Q2_20200730,-4.438042,-5.520151,1.082109
DLR_2020_Q2_20200730,-4.176735,-5.376103,1.199368
TSLA_2020_Q2_20200722,-3.916409,-2.692436,1.223973
AMD_2020_Q2_20200728,-4.154232,-2.864469,1.289763
XEL_2020_Q2_20200730,-4.430356,-5.721765,1.291409
TGT_2020_Q2_20200819,-4.12916,-2.794008,1.335152
CSGP_2020_Q2_20200728,-4.10925,-2.682276,1.426974
JNJ_2020_Q2_20200716,-4.456237,-5.941767,1.48553
SRE_2020_Q2_20200805,-4.385356,-5.87148,1.486124
CCI_2020_Q2_20200730,-4.106166,-6.0012,1.895034
CRM_2021_Q2_20200825,-4.14125,-2.197441,1.943809
HD_2020_Q2_20200818,-4.291689,-6.368595,2.076906
