id,preds,trues,abs_e
MRK_2021_Q4_20220203,-4.338975,-4.323479,0.015496
LOW_2021_Q4_20220223,-4.203913,-4.224342,0.020429
XEL_2021_Q4_20220127,-4.714664,-4.680238,0.034426
DHR_2021_Q4_20220127,-4.302799,-4.355022,0.052223
DLR_2021_Q4_20220217,-4.19035,-4.25437,0.06402
ORCL_2022_Q3_20220310,-3.859064,-3.786613,0.072451
TMO_2021_Q4_20220202,-4.25266,-4.344187,0.091527
JNJ_2021_Q4_20220125,-4.713597,-4.60742,0.106177
RTX_2021_Q4_20220125,-4.250279,-4.124088,0.126191
PPG_2021_Q4_20220121,-4.145685,-4.27237,0.126685
MCD_2021_Q4_20220127,-4.420154,-4.277338,0.142816
PG_2022_Q2_20220119,-4.433865,-4.29098,0.142885
NEM_2021_Q4_20220224,-4.100339,-3.934714,0.165625
EQIX_2021_Q4_20220216,-4.179475,-4.009535,0.16994
CRM_2022_Q4_20220301,-4.063636,-4.276637,0.213001
KO_2021_Q4_20220210,-4.274233,-4.490587,0.216354
ECL_2021_Q4_20220215,-4.245334,-4.471637,0.226303
LLY_2021_Q4_20220203,-4.195788,-4.425806,0.230018
O_2021_Q4_20220223,-4.417897,-4.186642,0.231255
DIS_2022_Q1_20220209,-4.122523,-3.868146,0.254377
ETN_2021_Q4_20220204,-4.216385,-3.94771,0.268675
PEP_2021_Q4_20220210,-4.43814,-4.709449,0.271309
BKNG_2021_Q4_20220223,-3.905438,-3.616831,0.288607
APD_2022_Q1_20220204,-4.08979,-3.756478,0.333312
AEP_2021_Q4_20220224,-4.463536,-4.797094,0.333558
MDLZ_2021_Q4_20220127,-4.244552,-4.590463,0.345911
PSA_2021_Q4_20220223,-4.414629,-4.047152,0.367477
BA_2021_Q4_20220126,-4.212299,-3.842686,0.369613
NKE_2022_Q3_20220321,-4.007682,-4.377862,0.37018
AAPL_2022_Q1_20220127,-3.935523,-3.53544,0.400083
BAC_2021_Q4_20220119,-4.233607,-4.635035,0.401428
D_2021_Q4_20220211,-4.448378,-4.849955,0.401577
MSFT_2022_Q2_20220125,-4.36919,-4.783855,0.414665
PFE_2021_Q4_20220208,-4.193393,-4.628271,0.434878
WFC_2021_Q4_20220114,-4.026712,-3.589812,0.4369
ACN_2022_Q2_20220317,-3.936182,-4.376708,0.440526
CMCSA_2021_Q4_20220127,-4.43729,-3.979761,0.457529
AVGO_2022_Q1_20220303,-3.951791,-3.491023,0.460768
EA_2022_Q3_20220201,-4.139092,-3.676258,0.462834
COP_2021_Q4_20220203,-3.93795,-4.406914,0.468964
JPM_2021_Q4_20220114,-4.4462,-3.971351,0.474849
VLO_2021_Q4_20220127,-4.059403,-4.536091,0.476688
VZ_2021_Q4_20220125,-4.540513,-4.053121,0.487392
SHW_2021_Q4_20220127,-4.401687,-3.912516,0.489171
AMT_2021_Q4_20220224,-4.373848,-3.884243,0.489605
UNP_2021_Q4_20220120,-4.167649,-4.660593,0.492944
SO_2021_Q4_20220217,-4.662407,-5.159764,0.497357
CAT_2021_Q4_20220128,-4.019876,-3.501418,0.518458
PSX_2021_Q4_20220128,-4.372689,-3.8492,0.523489
SRE_2021_Q4_20220225,-4.452791,-3.918753,0.534038
GE_2021_Q4_20220125,-4.170564,-3.601391,0.569173
XOM_2021_Q4_20220201,-3.963053,-3.387686,0.575367
DUK_2021_Q4_20220210,-4.369749,-3.792034,0.577715
MPC_2021_Q4_20220202,-4.012365,-3.419162,0.593203
NUE_2021_Q4_20220127,-4.015723,-4.625941,0.610218
SLB_2021_Q4_20220121,-4.032062,-3.420255,0.611807
SPGI_2021_Q4_20220208,-4.535063,-3.913602,0.621461
PM_2021_Q4_20220210,-4.190524,-4.822999,0.632475
WELL_2021_Q4_20220216,-4.468446,-3.804205,0.664241
ABT_2021_Q4_20220126,-4.274339,-3.600251,0.674088
ABBV_2021_Q4_20220202,-4.267566,-4.992883,0.725317
CCI_2021_Q4_20220127,-4.111461,-3.381868,0.729593
TJX_2022_Q4_20220223,-4.0893,-3.330949,0.758351
AMD_2021_Q4_20220201,-4.269826,-3.486605,0.783221
GS_2021_Q4_20220118,-4.332642,-3.504398,0.828244
TGT_2021_Q4_20220301,-3.967812,-3.138425,0.829387
EOG_2021_Q4_20220225,-4.064872,-3.223868,0.841004
CL_2021_Q4_20220128,-4.410447,-5.254561,0.844114
